Vardas              Pavardė             Galutinis (Vid.)    Galutinis (Med.)   
Vardas2053          Pavarde2053         3.33                5.00                
Vardas253           Pavarde253          3.33                5.00                
Vardas9477          Pavarde9477         3.33                5.50                
Vardas3553          Pavarde3553         3.33                4.50                
Vardas1380          Pavarde1380         3.33                5.00                
Vardas3963          Pavarde3963         3.33                4.50                
Vardas424           Pavarde424          3.33                5.00                
Vardas8243          Pavarde8243         3.33                4.50                
Vardas8218          Pavarde8218         3.33                4.50                
Vardas6398          Pavarde6398         3.33                4.00                
Vardas6835          Pavarde6835         3.33                5.00                
Vardas2336          Pavarde2336         3.33                5.00                
Vardas9481          Pavarde9481         3.33                5.50                
Vardas2488          Pavarde2488         3.33                5.00                
Vardas5011          Pavarde5011         3.33                5.00                
Vardas2892          Pavarde2892         3.33                4.50                
Vardas6211          Pavarde6211         3.33                5.00                
Vardas5263          Pavarde5263         3.33                4.50                
Vardas1833          Pavarde1833         3.33                5.00                
Vardas1094          Pavarde1094         3.33                5.50                
Vardas8472          Pavarde8472         3.33                5.00                
Vardas9220          Pavarde9220         3.33                5.00                
Vardas9960          Pavarde9960         3.33                5.00                
Vardas5816          Pavarde5816         3.33                4.50                
Vardas1447          Pavarde1447         3.33                4.00                
Vardas7577          Pavarde7577         3.33                6.00                
Vardas6866          Pavarde6866         3.33                4.00                
Vardas9278          Pavarde9278         3.33                5.00                
Vardas814           Pavarde814          3.33                5.00                
Vardas6323          Pavarde6323         3.33                4.50                
Vardas9100          Pavarde9100         3.32                7.00                
Vardas6079          Pavarde6079         3.32                6.00                
Vardas7458          Pavarde7458         3.32                2.50                
Vardas4755          Pavarde4755         3.32                7.00                
Vardas802           Pavarde802          3.32                3.00                
Vardas3769          Pavarde3769         3.32                8.00                
Vardas8198          Pavarde8198         3.32                8.00                
Vardas2964          Pavarde2964         3.31                4.00                
Vardas4502          Pavarde4502         3.31                4.00                
Vardas8153          Pavarde8153         3.31                4.50                
Vardas2703          Pavarde2703         3.31                5.50                
Vardas4184          Pavarde4184         3.31                5.00                
Vardas8612          Pavarde8612         3.31                4.00                
Vardas3573          Pavarde3573         3.31                5.00                
Vardas7341          Pavarde7341         3.31                4.50                
Vardas4786          Pavarde4786         3.31                5.50                
Vardas9169          Pavarde9169         3.31                4.00                
Vardas280           Pavarde280          3.31                5.00                
Vardas291           Pavarde291          3.31                4.50                
Vardas6494          Pavarde6494         3.31                5.00                
Vardas4376          Pavarde4376         3.31                6.00                
Vardas6601          Pavarde6601         3.31                4.50                
Vardas956           Pavarde956          3.31                4.50                
Vardas6567          Pavarde6567         3.31                5.00                
Vardas2911          Pavarde2911         3.31                5.00                
Vardas855           Pavarde855          3.31                4.50                
Vardas6355          Pavarde6355         3.31                5.00                
Vardas967           Pavarde967          3.31                5.00                
Vardas804           Pavarde804          3.31                4.50                
Vardas9164          Pavarde9164         3.31                5.50                
Vardas1245          Pavarde1245         3.31                5.00                
Vardas5938          Pavarde5938         3.31                5.00                
Vardas1217          Pavarde1217         3.31                5.00                
Vardas6464          Pavarde6464         3.31                4.00                
Vardas2744          Pavarde2744         3.31                4.50                
Vardas3944          Pavarde3944         3.31                6.00                
Vardas2783          Pavarde2783         3.29                7.50                
Vardas4040          Pavarde4040         3.29                3.00                
Vardas7805          Pavarde7805         3.29                3.50                
Vardas9441          Pavarde9441         3.29                7.00                
Vardas1884          Pavarde1884         3.29                6.50                
Vardas2302          Pavarde2302         3.29                7.00                
Vardas722           Pavarde722          3.29                6.50                
Vardas1032          Pavarde1032         3.29                6.50                
Vardas1819          Pavarde1819         3.28                5.00                
Vardas1850          Pavarde1850         3.28                4.00                
Vardas3257          Pavarde3257         3.28                5.00                
Vardas4706          Pavarde4706         3.28                5.00                
Vardas4543          Pavarde4543         3.28                5.50                
Vardas4305          Pavarde4305         3.28                4.00                
Vardas5242          Pavarde5242         3.28                4.00                
Vardas2370          Pavarde2370         3.28                4.50                
Vardas8245          Pavarde8245         3.28                3.50                
Vardas567           Pavarde567          3.28                5.00                
Vardas2035          Pavarde2035         3.28                5.00                
Vardas8281          Pavarde8281         3.28                5.00                
Vardas8004          Pavarde8004         3.28                5.50                
Vardas479           Pavarde479          3.28                5.50                
Vardas6874          Pavarde6874         3.28                4.50                
Vardas3496          Pavarde3496         3.28                4.50                
Vardas2861          Pavarde2861         3.28                5.00                
Vardas2010          Pavarde2010         3.28                5.00                
Vardas3586          Pavarde3586         3.28                5.00                
Vardas4862          Pavarde4862         3.28                5.00                
Vardas3512          Pavarde3512         3.28                5.00                
Vardas6213          Pavarde6213         3.28                5.00                
Vardas4797          Pavarde4797         3.28                5.50                
Vardas6018          Pavarde6018         3.28                5.00                
Vardas7017          Pavarde7017         3.28                4.50                
Vardas5007          Pavarde5007         3.28                4.50                
Vardas5894          Pavarde5894         3.28                3.50                
Vardas6543          Pavarde6543         3.28                5.00                
Vardas8759          Pavarde8759         3.28                4.50                
Vardas7874          Pavarde7874         3.28                5.00                
Vardas5163          Pavarde5163         3.28                5.00                
Vardas6957          Pavarde6957         3.28                5.00                
Vardas8436          Pavarde8436         3.28                5.00                
Vardas8752          Pavarde8752         3.28                4.50                
Vardas621           Pavarde621          3.28                5.00                
Vardas2190          Pavarde2190         3.28                4.50                
Vardas9657          Pavarde9657         3.28                3.50                
Vardas3630          Pavarde3630         3.28                4.50                
Vardas3629          Pavarde3629         3.28                5.00                
Vardas8626          Pavarde8626         3.28                4.50                
Vardas3064          Pavarde3064         3.28                4.50                
Vardas1398          Pavarde1398         3.27                6.00                
Vardas8014          Pavarde8014         3.27                7.50                
Vardas2651          Pavarde2651         3.27                7.00                
Vardas6704          Pavarde6704         3.27                6.50                
Vardas3779          Pavarde3779         3.27                7.00                
Vardas8904          Pavarde8904         3.27                6.50                
Vardas3741          Pavarde3741         3.27                6.50                
Vardas876           Pavarde876          3.27                6.50                
Vardas5846          Pavarde5846         3.27                6.50                
Vardas1656          Pavarde1656         3.27                7.00                
Vardas9777          Pavarde9777         3.27                8.00                
Vardas3677          Pavarde3677         3.27                7.00                
Vardas1913          Pavarde1913         3.27                6.50                
Vardas3429          Pavarde3429         3.27                2.00                
Vardas4105          Pavarde4105         3.27                3.00                
Vardas4404          Pavarde4404         3.27                3.00                
Vardas6476          Pavarde6476         3.25                4.50                
Vardas1353          Pavarde1353         3.25                4.50                
Vardas4669          Pavarde4669         3.25                5.00                
Vardas8185          Pavarde8185         3.25                5.00                
Vardas3746          Pavarde3746         3.25                5.00                
Vardas6625          Pavarde6625         3.25                5.00                
Vardas9001          Pavarde9001         3.25                5.00                
Vardas8529          Pavarde8529         3.25                5.00                
Vardas4108          Pavarde4108         3.25                4.50                
Vardas5222          Pavarde5222         3.25                4.00                
Vardas8498          Pavarde8498         3.25                5.00                
Vardas3084          Pavarde3084         3.25                4.50                
Vardas2038          Pavarde2038         3.25                4.50                
Vardas9467          Pavarde9467         3.25                5.00                
Vardas5898          Pavarde5898         3.25                5.00                
Vardas3442          Pavarde3442         3.25                3.50                
Vardas625           Pavarde625          3.25                5.00                
Vardas5037          Pavarde5037         3.25                3.50                
Vardas4840          Pavarde4840         3.25                4.50                
Vardas4009          Pavarde4009         3.25                4.00                
Vardas8444          Pavarde8444         3.25                6.00                
Vardas480           Pavarde480          3.25                5.00                
Vardas4174          Pavarde4174         3.25                5.00                
Vardas760           Pavarde760          3.25                5.00                
Vardas2934          Pavarde2934         3.25                4.50                
Vardas6434          Pavarde6434         3.25                4.50                
Vardas8300          Pavarde8300         3.25                5.50                
Vardas9367          Pavarde9367         3.25                5.00                
Vardas8052          Pavarde8052         3.25                4.50                
Vardas8880          Pavarde8880         3.25                5.50                
Vardas9008          Pavarde9008         3.25                5.00                
Vardas3708          Pavarde3708         3.24                7.00                
Vardas8816          Pavarde8816         3.24                6.50                
Vardas1844          Pavarde1844         3.24                6.00                
Vardas1539          Pavarde1539         3.24                3.00                
Vardas3852          Pavarde3852         3.24                7.50                
Vardas9655          Pavarde9655         3.24                6.50                
Vardas7734          Pavarde7734         3.24                2.50                
Vardas5426          Pavarde5426         3.24                7.00                
Vardas8427          Pavarde8427         3.24                7.50                
Vardas3165          Pavarde3165         3.23                4.50                
Vardas369           Pavarde369          3.23                4.00                
Vardas5306          Pavarde5306         3.23                5.00                
Vardas4475          Pavarde4475         3.23                3.50                
Vardas7562          Pavarde7562         3.23                5.00                
Vardas3385          Pavarde3385         3.23                4.00                
Vardas7307          Pavarde7307         3.23                5.00                
Vardas7363          Pavarde7363         3.23                5.00                
Vardas5165          Pavarde5165         3.23                4.50                
Vardas564           Pavarde564          3.23                5.00                
Vardas5965          Pavarde5965         3.23                5.00                
Vardas8124          Pavarde8124         3.23                5.00                
Vardas7385          Pavarde7385         3.23                5.50                
Vardas8802          Pavarde8802         3.23                4.50                
Vardas7912          Pavarde7912         3.23                4.50                
Vardas9475          Pavarde9475         3.23                5.50                
Vardas4982          Pavarde4982         3.23                4.00                
Vardas1312          Pavarde1312         3.23                4.00                
Vardas7582          Pavarde7582         3.23                4.00                
Vardas8710          Pavarde8710         3.23                5.00                
Vardas1203          Pavarde1203         3.23                4.00                
Vardas5142          Pavarde5142         3.23                4.00                
Vardas8019          Pavarde8019         3.23                4.00                
Vardas3272          Pavarde3272         3.23                5.00                
Vardas1247          Pavarde1247         3.23                5.00                
Vardas3300          Pavarde3300         3.21                6.50                
Vardas8776          Pavarde8776         3.21                7.00                
Vardas2277          Pavarde2277         3.21                7.50                
Vardas370           Pavarde370          3.21                6.50                
Vardas9225          Pavarde9225         3.21                7.00                
Vardas9648          Pavarde9648         3.21                6.50                
Vardas1297          Pavarde1297         3.21                6.00                
Vardas5834          Pavarde5834         3.21                7.00                
Vardas1630          Pavarde1630         3.21                6.00                
Vardas4203          Pavarde4203         3.21                7.00                
Vardas5775          Pavarde5775         3.21                6.50                
Vardas9719          Pavarde9719         3.21                8.00                
Vardas429           Pavarde429          3.21                7.50                
Vardas4609          Pavarde4609         3.21                7.00                
Vardas1831          Pavarde1831         3.21                7.00                
Vardas6089          Pavarde6089         3.21                7.50                
Vardas7736          Pavarde7736         3.21                3.00                
Vardas8995          Pavarde8995         3.21                7.00                
Vardas3538          Pavarde3538         3.20                4.00                
Vardas8605          Pavarde8605         3.20                5.50                
Vardas6164          Pavarde6164         3.20                5.00                
Vardas1750          Pavarde1750         3.20                4.50                
Vardas9847          Pavarde9847         3.20                4.00                
Vardas5623          Pavarde5623         3.20                4.00                
Vardas3774          Pavarde3774         3.20                4.00                
Vardas415           Pavarde415          3.20                4.00                
Vardas7551          Pavarde7551         3.20                4.00                
Vardas8363          Pavarde8363         3.20                4.00                
Vardas6844          Pavarde6844         3.20                5.00                
Vardas6035          Pavarde6035         3.20                4.00                
Vardas4687          Pavarde4687         3.20                3.50                
Vardas9317          Pavarde9317         3.20                4.50                
Vardas6297          Pavarde6297         3.20                5.00                
Vardas6460          Pavarde6460         3.20                5.00                
Vardas4166          Pavarde4166         3.20                4.00                
Vardas197           Pavarde197          3.20                5.00                
Vardas4617          Pavarde4617         3.20                4.50                
Vardas6140          Pavarde6140         3.20                4.50                
Vardas8327          Pavarde8327         3.20                4.50                
Vardas9766          Pavarde9766         3.20                4.50                
Vardas5221          Pavarde5221         3.20                4.50                
Vardas372           Pavarde372          3.20                5.00                
Vardas74            Pavarde74           3.20                5.00                
Vardas7981          Pavarde7981         3.20                4.00                
Vardas582           Pavarde582          3.20                5.00                
Vardas3129          Pavarde3129         3.20                4.50                
Vardas9956          Pavarde9956         3.20                4.00                
Vardas2762          Pavarde2762         3.20                5.00                
Vardas7282          Pavarde7282         3.19                6.50                
Vardas5755          Pavarde5755         3.19                6.00                
Vardas1682          Pavarde1682         3.19                7.50                
Vardas1396          Pavarde1396         3.19                6.50                
Vardas3681          Pavarde3681         3.19                7.00                
Vardas8253          Pavarde8253         3.19                6.50                
Vardas2065          Pavarde2065         3.19                8.00                
Vardas6325          Pavarde6325         3.19                6.50                
Vardas4             Pavarde4            3.19                6.50                
Vardas8817          Pavarde8817         3.19                6.50                
Vardas2577          Pavarde2577         3.19                6.00                
Vardas6754          Pavarde6754         3.19                2.50                
Vardas6070          Pavarde6070         3.17                3.50                
Vardas8071          Pavarde8071         3.17                4.50                
Vardas4545          Pavarde4545         3.17                4.00                
Vardas9571          Pavarde9571         3.17                3.00                
Vardas644           Pavarde644          3.17                4.00                
Vardas1669          Pavarde1669         3.17                5.00                
Vardas8030          Pavarde8030         3.17                4.00                
Vardas8125          Pavarde8125         3.17                4.00                
Vardas5500          Pavarde5500         3.17                4.50                
Vardas9374          Pavarde9374         3.17                3.50                
Vardas4346          Pavarde4346         3.17                4.00                
Vardas1090          Pavarde1090         3.17                5.00                
Vardas2479          Pavarde2479         3.17                4.00                
Vardas1576          Pavarde1576         3.17                4.00                
Vardas6045          Pavarde6045         3.17                3.50                
Vardas141           Pavarde141          3.17                4.00                
Vardas2482          Pavarde2482         3.17                3.00                
Vardas3236          Pavarde3236         3.17                4.50                
Vardas3000          Pavarde3000         3.17                4.50                
Vardas5926          Pavarde5926         3.17                4.00                
Vardas6230          Pavarde6230         3.17                4.00                
Vardas2318          Pavarde2318         3.17                4.50                
Vardas7845          Pavarde7845         3.17                4.00                
Vardas4674          Pavarde4674         3.17                4.50                
Vardas9298          Pavarde9298         3.17                4.50                
Vardas7225          Pavarde7225         3.17                5.00                
Vardas8110          Pavarde8110         3.17                5.00                
Vardas2659          Pavarde2659         3.16                6.50                
Vardas9080          Pavarde9080         3.16                6.50                
Vardas8975          Pavarde8975         3.16                6.50                
Vardas7958          Pavarde7958         3.16                6.00                
Vardas4921          Pavarde4921         3.16                7.00                
Vardas9493          Pavarde9493         3.16                6.50                
Vardas5639          Pavarde5639         3.16                7.00                
Vardas2122          Pavarde2122         3.16                7.00                
Vardas1943          Pavarde1943         3.16                5.50                
Vardas5227          Pavarde5227         3.16                6.50                
Vardas9688          Pavarde9688         3.16                7.00                
Vardas4073          Pavarde4073         3.16                6.50                
Vardas711           Pavarde711          3.16                6.00                
Vardas497           Pavarde497          3.16                7.00                
Vardas212           Pavarde212          3.15                4.00                
Vardas1002          Pavarde1002         3.15                4.50                
Vardas9501          Pavarde9501         3.15                4.50                
Vardas1230          Pavarde1230         3.15                4.50                
Vardas160           Pavarde160          3.15                4.50                
Vardas5509          Pavarde5509         3.15                5.00                
Vardas7970          Pavarde7970         3.15                5.00                
Vardas9663          Pavarde9663         3.15                5.00                
Vardas659           Pavarde659          3.15                3.50                
Vardas1118          Pavarde1118         3.15                4.00                
Vardas3282          Pavarde3282         3.15                3.50                
Vardas2392          Pavarde2392         3.15                4.50                
Vardas1030          Pavarde1030         3.15                4.50                
Vardas4644          Pavarde4644         3.15                4.50                
Vardas8237          Pavarde8237         3.15                5.00                
Vardas278           Pavarde278          3.15                4.50                
Vardas8871          Pavarde8871         3.15                3.50                
Vardas1520          Pavarde1520         3.15                4.50                
Vardas8361          Pavarde8361         3.15                4.50                
Vardas4624          Pavarde4624         3.15                4.00                
Vardas8445          Pavarde8445         3.15                4.50                
Vardas2223          Pavarde2223         3.15                4.00                
Vardas3505          Pavarde3505         3.15                5.00                
Vardas1931          Pavarde1931         3.15                4.50                
Vardas5486          Pavarde5486         3.15                4.50                
Vardas4085          Pavarde4085         3.15                4.00                
Vardas9316          Pavarde9316         3.15                4.00                
Vardas801           Pavarde801          3.15                4.00                
Vardas8331          Pavarde8331         3.15                4.00                
Vardas8592          Pavarde8592         3.13                7.00                
Vardas8824          Pavarde8824         3.13                6.50                
Vardas8330          Pavarde8330         3.13                6.50                
Vardas5446          Pavarde5446         3.13                6.00                
Vardas6897          Pavarde6897         3.13                6.50                
Vardas4901          Pavarde4901         3.13                6.50                
Vardas7396          Pavarde7396         3.13                6.50                
Vardas1179          Pavarde1179         3.13                7.00                
Vardas9802          Pavarde9802         3.13                7.00                
Vardas4434          Pavarde4434         3.13                6.00                
Vardas7146          Pavarde7146         3.13                6.00                
Vardas4201          Pavarde4201         3.13                7.50                
Vardas6207          Pavarde6207         3.13                7.00                
Vardas7853          Pavarde7853         3.13                6.50                
Vardas7371          Pavarde7371         3.13                7.00                
Vardas4348          Pavarde4348         3.13                6.50                
Vardas191           Pavarde191          3.13                6.50                
Vardas6363          Pavarde6363         3.12                4.00                
Vardas9165          Pavarde9165         3.12                4.00                
Vardas1711          Pavarde1711         3.12                4.00                
Vardas7151          Pavarde7151         3.12                4.00                
Vardas2544          Pavarde2544         3.12                3.50                
Vardas6388          Pavarde6388         3.12                4.50                
Vardas8868          Pavarde8868         3.12                4.00                
Vardas7881          Pavarde7881         3.12                5.00                
Vardas461           Pavarde461          3.12                4.00                
Vardas4225          Pavarde4225         3.12                4.00                
Vardas3879          Pavarde3879         3.12                4.50                
Vardas7763          Pavarde7763         3.12                5.00                
Vardas9852          Pavarde9852         3.12                4.00                
Vardas8032          Pavarde8032         3.12                3.50                
Vardas82            Pavarde82           3.12                3.50                
Vardas7628          Pavarde7628         3.12                5.00                
Vardas1470          Pavarde1470         3.12                5.00                
Vardas7766          Pavarde7766         3.12                4.50                
Vardas5385          Pavarde5385         3.12                4.00                
Vardas8203          Pavarde8203         3.12                3.00                
Vardas3463          Pavarde3463         3.12                3.50                
Vardas2938          Pavarde2938         3.12                4.50                
Vardas538           Pavarde538          3.12                3.50                
Vardas9048          Pavarde9048         3.12                4.00                
Vardas5210          Pavarde5210         3.12                4.50                
Vardas5001          Pavarde5001         3.11                7.00                
Vardas9797          Pavarde9797         3.11                7.00                
Vardas5697          Pavarde5697         3.11                6.00                
Vardas456           Pavarde456          3.11                7.00                
Vardas1198          Pavarde1198         3.11                6.50                
Vardas2227          Pavarde2227         3.11                7.00                
Vardas9476          Pavarde9476         3.11                7.00                
Vardas5259          Pavarde5259         3.11                5.50                
Vardas5842          Pavarde5842         3.11                6.00                
Vardas2136          Pavarde2136         3.11                6.00                
Vardas1350          Pavarde1350         3.11                5.50                
Vardas255           Pavarde255          3.11                6.00                
Vardas8015          Pavarde8015         3.11                6.50                
Vardas8306          Pavarde8306         3.11                6.00                
Vardas9037          Pavarde9037         3.11                6.50                
Vardas4321          Pavarde4321         3.11                6.50                
Vardas5125          Pavarde5125         3.11                7.50                
Vardas1232          Pavarde1232         3.11                5.50                
Vardas2139          Pavarde2139         3.11                6.50                
Vardas1235          Pavarde1235         3.11                6.50                
Vardas1993          Pavarde1993         3.11                6.50                
Vardas6693          Pavarde6693         3.09                4.00                
Vardas5300          Pavarde5300         3.09                3.50                
Vardas1164          Pavarde1164         3.09                5.00                
Vardas8349          Pavarde8349         3.09                4.00                
Vardas9066          Pavarde9066         3.09                3.50                
Vardas4927          Pavarde4927         3.09                4.00                
Vardas5090          Pavarde5090         3.09                4.00                
Vardas8301          Pavarde8301         3.09                5.00                
Vardas7496          Pavarde7496         3.09                4.50                
Vardas9691          Pavarde9691         3.09                3.00                
Vardas7594          Pavarde7594         3.09                4.00                
Vardas4589          Pavarde4589         3.09                3.00                
Vardas7533          Pavarde7533         3.09                4.00                
Vardas1393          Pavarde1393         3.09                5.00                
Vardas4193          Pavarde4193         3.09                4.00                
Vardas6181          Pavarde6181         3.09                4.00                
Vardas6050          Pavarde6050         3.09                4.50                
Vardas8585          Pavarde8585         3.09                4.50                
Vardas9989          Pavarde9989         3.09                4.00                
Vardas3513          Pavarde3513         3.09                4.00                
Vardas2319          Pavarde2319         3.09                4.00                
Vardas5532          Pavarde5532         3.09                4.00                
Vardas2640          Pavarde2640         3.09                4.50                
Vardas4831          Pavarde4831         3.09                4.00                
Vardas4890          Pavarde4890         3.09                4.00                
Vardas1262          Pavarde1262         3.09                3.00                
Vardas6920          Pavarde6920         3.09                3.50                
Vardas6893          Pavarde6893         3.09                4.00                
Vardas9536          Pavarde9536         3.08                7.00                
Vardas9218          Pavarde9218         3.08                6.50                
Vardas8059          Pavarde8059         3.08                7.00                
Vardas832           Pavarde832          3.08                7.00                
Vardas6469          Pavarde6469         3.08                6.00                
Vardas7883          Pavarde7883         3.08                6.50                
Vardas6222          Pavarde6222         3.08                7.00                
Vardas3700          Pavarde3700         3.08                6.50                
Vardas5760          Pavarde5760         3.08                6.00                
Vardas971           Pavarde971          3.08                6.50                
Vardas6908          Pavarde6908         3.08                6.00                
Vardas182           Pavarde182          3.08                6.00                
Vardas9027          Pavarde9027         3.08                6.00                
Vardas8566          Pavarde8566         3.08                5.50                
Vardas3780          Pavarde3780         3.08                6.50                
Vardas3443          Pavarde3443         3.08                6.00                
Vardas637           Pavarde637          3.08                8.00                
Vardas6987          Pavarde6987         3.08                6.50                
Vardas2041          Pavarde2041         3.08                5.50                
Vardas121           Pavarde121          3.08                7.00                
Vardas7616          Pavarde7616         3.08                6.00                
Vardas172           Pavarde172          3.08                6.00                
Vardas8127          Pavarde8127         3.08                5.00                
Vardas6779          Pavarde6779         3.08                6.00                
Vardas7508          Pavarde7508         3.08                6.00                
Vardas4874          Pavarde4874         3.07                4.00                
Vardas9948          Pavarde9948         3.07                3.50                
Vardas2464          Pavarde2464         3.07                3.00                
Vardas9660          Pavarde9660         3.07                4.00                
Vardas2769          Pavarde2769         3.07                4.50                
Vardas4789          Pavarde4789         3.07                5.00                
Vardas1028          Pavarde1028         3.07                4.50                
Vardas5326          Pavarde5326         3.07                4.50                
Vardas8548          Pavarde8548         3.07                4.50                
Vardas6330          Pavarde6330         3.07                3.50                
Vardas3098          Pavarde3098         3.07                3.50                
Vardas8061          Pavarde8061         3.07                5.00                
Vardas1119          Pavarde1119         3.05                7.00                
Vardas1728          Pavarde1728         3.05                5.50                
Vardas9420          Pavarde9420         3.05                6.00                
Vardas1360          Pavarde1360         3.05                6.00                
Vardas4697          Pavarde4697         3.05                6.00                
Vardas8459          Pavarde8459         3.05                6.00                
Vardas8526          Pavarde8526         3.05                6.00                
Vardas5071          Pavarde5071         3.05                7.00                
Vardas7375          Pavarde7375         3.05                5.50                
Vardas9194          Pavarde9194         3.05                6.00                
Vardas9099          Pavarde9099         3.05                6.00                
Vardas7200          Pavarde7200         3.05                6.50                
Vardas4601          Pavarde4601         3.05                6.00                
Vardas7839          Pavarde7839         3.05                7.00                
Vardas8724          Pavarde8724         3.05                6.00                
Vardas8020          Pavarde8020         3.05                6.00                
Vardas8028          Pavarde8028         3.05                6.50                
Vardas4147          Pavarde4147         3.05                6.50                
Vardas3575          Pavarde3575         3.05                6.00                
Vardas9649          Pavarde9649         3.05                6.00                
Vardas3157          Pavarde3157         3.05                7.00                
Vardas4540          Pavarde4540         3.05                6.50                
Vardas2543          Pavarde2543         3.05                6.00                
Vardas3511          Pavarde3511         3.05                6.50                
Vardas1205          Pavarde1205         3.05                6.50                
Vardas6240          Pavarde6240         3.05                6.00                
Vardas8830          Pavarde8830         3.05                3.00                
Vardas8054          Pavarde8054         3.05                3.00                
Vardas5433          Pavarde5433         3.04                3.50                
Vardas2842          Pavarde2842         3.04                3.50                
Vardas3901          Pavarde3901         3.04                4.50                
Vardas406           Pavarde406          3.04                4.50                
Vardas4423          Pavarde4423         3.04                2.00                
Vardas9120          Pavarde9120         3.04                4.00                
Vardas7880          Pavarde7880         3.04                3.00                
Vardas921           Pavarde921          3.04                3.50                
Vardas9729          Pavarde9729         3.04                4.50                
Vardas3024          Pavarde3024         3.04                4.00                
Vardas1695          Pavarde1695         3.04                4.00                
Vardas1301          Pavarde1301         3.04                3.00                
Vardas2770          Pavarde2770         3.04                4.00                
Vardas5824          Pavarde5824         3.04                4.50                
Vardas9282          Pavarde9282         3.03                6.00                
Vardas1043          Pavarde1043         3.03                5.50                
Vardas5690          Pavarde5690         3.03                5.00                
Vardas3887          Pavarde3887         3.03                6.00                
Vardas6214          Pavarde6214         3.03                6.00                
Vardas4955          Pavarde4955         3.03                6.50                
Vardas2260          Pavarde2260         3.03                6.00                
Vardas476           Pavarde476          3.03                6.50                
Vardas70            Pavarde70           3.03                7.00                
Vardas6540          Pavarde6540         3.03                6.50                
Vardas4287          Pavarde4287         3.03                6.00                
Vardas9714          Pavarde9714         3.03                6.00                
Vardas1356          Pavarde1356         3.03                6.50                
Vardas8683          Pavarde8683         3.03                6.00                
Vardas9213          Pavarde9213         3.03                5.00                
Vardas8159          Pavarde8159         3.03                7.00                
Vardas2132          Pavarde2132         3.03                5.00                
Vardas6301          Pavarde6301         3.03                6.00                
Vardas1983          Pavarde1983         3.03                6.50                
Vardas2574          Pavarde2574         3.03                5.50                
Vardas3706          Pavarde3706         3.01                3.00                
Vardas7145          Pavarde7145         3.01                4.00                
Vardas5046          Pavarde5046         3.01                3.50                
Vardas8750          Pavarde8750         3.01                3.00                
Vardas2325          Pavarde2325         3.01                3.50                
Vardas7276          Pavarde7276         3.01                3.50                
Vardas354           Pavarde354          3.01                4.00                
Vardas8516          Pavarde8516         3.01                3.00                
Vardas5411          Pavarde5411         3.01                4.00                
Vardas9722          Pavarde9722         3.01                3.00                
Vardas8886          Pavarde8886         3.01                4.50                
Vardas216           Pavarde216          3.01                3.00                
Vardas1482          Pavarde1482         3.01                4.50                
Vardas5537          Pavarde5537         3.01                4.00                
Vardas8784          Pavarde8784         3.01                4.00                
Vardas2291          Pavarde2291         3.01                3.00                
Vardas8547          Pavarde8547         3.00                6.00                
Vardas7640          Pavarde7640         3.00                6.50                
Vardas7978          Pavarde7978         3.00                5.50                
Vardas6377          Pavarde6377         3.00                6.00                
Vardas4173          Pavarde4173         3.00                3.00                
Vardas8152          Pavarde8152         3.00                5.50                
Vardas9759          Pavarde9759         3.00                6.00                
Vardas445           Pavarde445          3.00                5.00                
Vardas1561          Pavarde1561         3.00                6.50                
Vardas8832          Pavarde8832         3.00                5.00                
Vardas4428          Pavarde4428         3.00                6.00                
Vardas3086          Pavarde3086         3.00                6.00                
Vardas5359          Pavarde5359         3.00                6.50                
Vardas8008          Pavarde8008         3.00                6.50                
Vardas6292          Pavarde6292         3.00                5.00                
Vardas7412          Pavarde7412         3.00                6.00                
Vardas6870          Pavarde6870         3.00                6.00                
Vardas3927          Pavarde3927         3.00                6.00                
Vardas4506          Pavarde4506         3.00                5.50                
Vardas4052          Pavarde4052         3.00                6.00                
Vardas4844          Pavarde4844         3.00                6.00                
Vardas7288          Pavarde7288         3.00                5.50                
Vardas934           Pavarde934          3.00                6.00                
Vardas304           Pavarde304          3.00                5.50                
